rEventName,haz_1000yr_cT2,haz_1000yr_cT2,haz_1000yr_fail_A_cT3,haz_1000yr_fail_A_cT3,haz_1000yr_fail_B_cT3,haz_1000yr_fail_B_cT3,haz_100yr_cT2,haz_100yr_cT2,haz_200yr_cT2,haz_200yr_cT2,haz_50yr_cT2,haz_50yr_cT2
nestID,f0,f1,f0,f1,f0,f1,f0,f1,f0,f1,f0,f1
xid,,,,,,,,,,,,
14955,0.8387096774193549,0.16129032258064516,0.8387096774193549,0.16129032258064516,0.8387096774193549,0.16129032258064516,0.8223644615271362,0.17763553847286387,0.827449651683846,0.17255034831615396,0.6632785170708877,0.33672148292911225
15152,0.0,1.0,0.6854698429327307,0.31453015706726933,0.6801280075981334,0.3198719924018666,0.0,1.0,0.0,1.0,0.0,1.0
15155,0.0,1.0,0.6627664833272667,0.3372335166727333,0.6578620190573387,0.3421379809426613,0.0,1.0,0.0,1.0,0.0,1.0
17873,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5
17899,0.9282296650717703,0.07177033492822966,0.9282296650717703,0.07177033492822966,0.9282296650717703,0.07177033492822966,0.9282296650717703,0.07177033492822966,0.9282296650717703,0.07177033492822966,0.9270834362373971,0.07291656376260297
17900,0.8351648351648352,0.16483516483516483,0.8351648351648352,0.16483516483516483,0.8351648351648352,0.16483516483516483,0.705233802633185,0.294766197366815,0.7698412309124933,0.2301587690875067,0.6904388144100679,0.309561185589932
17907,0.7586765601692749,0.24132343983072516,0.8970066945785848,0.10299330542141516,0.8970066945785848,0.10299330542141516,0.7385600215365749,0.2614399784634251,0.7467636335443085,0.2532363664556915,0.7215345873022058,0.27846541269779423
71528,0.7513479991622314,0.24865200083776856,0.8215407386620093,0.1784592613379907,0.7877196568094571,0.21228034319054287,0.0,1.0,0.0,1.0,0.0,1.0
74651,0.9029222719535603,0.09707772804643972,0.9029222719535603,0.09707772804643972,0.9029222719535603,0.09707772804643972,0.9027317328462059,0.09726826715379408,0.9029222719535603,0.09707772804643972,0.8926328454878812,0.10736715451211878
75511,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
